drug1,cell.line,drug1.conc,well,upid,time,cell.count,drug1.units
control,DS8,0.0,C2,HTS001_DS8-2,94.8,837.0,M
control,DS8,0.0,C23,HTS001_DS8-2,94.8,883.0,M
control,DS8,0.0,K23,HTS001_DS8-2,94.8,810.0,M
control,DS8,0.0,H23,HTS001_DS8-2,94.8,899.0,M
control,DS8,0.0,F2,HTS001_DS8-2,94.8,703.0,M
control,DS8,0.0,D2,HTS001_DS8-2,94.8,1025.0,M
control,DS8,0.0,E23,HTS001_DS8-2,94.8,986.0,M
control,DS8,0.0,H23,HTS001_DS8-2,98.0,1033.0,M
control,DS8,0.0,O2,HTS001_DS8-2,98.0,918.0,M
control,DS8,0.0,D2,HTS001_DS8-2,98.0,1189.0,M
control,DS8,0.0,L23,HTS001_DS8-2,98.0,928.0,M
control,DS8,0.0,M2,HTS001_DS8-2,98.0,950.0,M
control,DS8,0.0,O23,HTS001_DS8-2,98.0,1072.0,M
control,DS8,0.0,J23,HTS001_DS8-2,98.0,1211.0,M
control,DS8,0.0,C23,HTS001_DS8-2,98.0,983.0,M
control,DS8,0.0,E23,HTS001_DS8-2,98.0,1094.0,M
control,DS8,0.0,G23,HTS001_DS8-2,98.0,1109.0,M
control,DS8,0.0,N23,HTS001_DS8-2,98.0,984.0,M
control,DS8,0.0,K2,HTS001_DS8-2,98.0,835.0,M
control,DS8,0.0,J2,HTS001_DS8-2,98.0,923.0,M
control,DS8,0.0,I2,HTS001_DS8-2,98.0,792.0,M
control,DS8,0.0,B2,HTS001_DS8-2,98.0,1050.0,M
control,DS8,0.0,M23,HTS001_DS8-2,98.0,919.0,M
control,DS8,0.0,H2,HTS001_DS8-2,98.0,973.0,M
control,DS8,0.0,B23,HTS001_DS8-2,98.0,1253.0,M
control,DS8,0.0,D23,HTS001_DS8-2,98.0,1389.0,M
control,DS8,0.0,N2,HTS001_DS8-2,98.0,858.0,M
control,DS8,0.0,F2,HTS001_DS8-2,98.0,774.0,M
control,DS8,0.0,I23,HTS001_DS8-2,98.0,1214.0,M
control,DS8,0.0,G2,HTS001_DS8-2,98.0,966.0,M
control,DS8,0.0,F23,HTS001_DS8-2,98.0,994.0,M
control,DS8,0.0,L2,HTS001_DS8-2,98.0,785.0,M
control,DS8,0.0,K23,HTS001_DS8-2,98.0,899.0,M
control,DS8,0.0,E2,HTS001_DS8-2,98.0,835.0,M
control,DS8,0.0,C2,HTS001_DS8-2,98.0,929.0,M
control,DS8,0.0,I23,HTS001_DS8-2,101.3,1426.0,M
control,DS8,0.0,B2,HTS001_DS8-2,101.3,1240.0,M
control,DS8,0.0,C2,HTS001_DS8-2,101.3,1088.0,M
control,DS8,0.0,M2,HTS001_DS8-2,101.3,1095.0,M
control,DS8,0.0,B23,HTS001_DS8-2,101.3,1491.0,M
control,DS8,0.0,J23,HTS001_DS8-2,101.3,1388.0,M
control,DS8,0.0,C23,HTS001_DS8-2,101.3,1183.0,M
control,DS8,0.0,E2,HTS001_DS8-2,101.3,921.0,M
control,DS8,0.0,O2,HTS001_DS8-2,101.3,1030.0,M
control,DS8,0.0,G2,HTS001_DS8-2,101.3,1099.0,M
control,DS8,0.0,F2,HTS001_DS8-2,101.3,911.0,M
control,DS8,0.0,L23,HTS001_DS8-2,101.3,1103.0,M
control,DS8,0.0,F23,HTS001_DS8-2,101.3,1169.0,M
control,DS8,0.0,O23,HTS001_DS8-2,101.3,1266.0,M
control,DS8,0.0,N2,HTS001_DS8-2,101.3,1020.0,M
control,DS8,0.0,E23,HTS001_DS8-2,101.3,1256.0,M
control,DS8,0.0,H23,HTS001_DS8-2,101.3,1183.0,M
control,DS8,0.0,K2,HTS001_DS8-2,101.3,942.0,M
control,DS8,0.0,M23,HTS001_DS8-2,101.3,1082.0,M
control,DS8,0.0,D2,HTS001_DS8-2,101.3,1382.0,M
control,DS8,0.0,G23,HTS001_DS8-2,101.3,1307.0,M
control,DS8,0.0,H2,HTS001_DS8-2,101.3,1062.0,M
control,DS8,0.0,L2,HTS001_DS8-2,101.3,915.0,M
control,DS8,0.0,K23,HTS001_DS8-2,101.3,1062.0,M
control,DS8,0.0,J2,HTS001_DS8-2,101.3,1033.0,M
control,DS8,0.0,N23,HTS001_DS8-2,101.3,1195.0,M
control,DS8,0.0,D23,HTS001_DS8-2,101.3,1549.0,M
control,DS8,0.0,I2,HTS001_DS8-2,101.3,891.0,M
control,DS8,0.0,M23,HTS001_DS8-2,104.6,1332.0,M
control,DS8,0.0,F2,HTS001_DS8-2,104.6,1073.0,M
control,DS8,0.0,G2,HTS001_DS8-2,104.6,1313.0,M
control,DS8,0.0,L23,HTS001_DS8-2,104.6,1299.0,M
control,DS8,0.0,O23,HTS001_DS8-2,104.6,1448.0,M
control,DS8,0.0,I2,HTS001_DS8-2,104.6,1047.0,M
control,DS8,0.0,L2,HTS001_DS8-2,104.6,1078.0,M
control,DS8,0.0,H2,HTS001_DS8-2,104.6,1222.0,M
control,DS8,0.0,F23,HTS001_DS8-2,104.6,1373.0,M
control,DS8,0.0,M2,HTS001_DS8-2,104.6,1304.0,M
control,DS8,0.0,N23,HTS001_DS8-2,104.6,1393.0,M
control,DS8,0.0,K2,HTS001_DS8-2,104.6,1058.0,M
control,DS8,0.0,G23,HTS001_DS8-2,104.6,1512.0,M
control,DS8,0.0,J23,HTS001_DS8-2,104.6,1571.0,M
control,DS8,0.0,O2,HTS001_DS8-2,104.6,1176.0,M
control,DS8,0.0,B2,HTS001_DS8-2,104.6,1463.0,M
control,DS8,0.0,C2,HTS001_DS8-2,104.6,1258.0,M
control,DS8,0.0,C23,HTS001_DS8-2,104.6,1437.0,M
control,DS8,0.0,H23,HTS001_DS8-2,104.6,1344.0,M
control,DS8,0.0,J2,HTS001_DS8-2,104.6,1185.0,M
control,DS8,0.0,K23,HTS001_DS8-2,104.6,1267.0,M
control,DS8,0.0,D23,HTS001_DS8-2,104.6,1860.0,M
control,DS8,0.0,N2,HTS001_DS8-2,104.6,1168.0,M
control,DS8,0.0,B23,HTS001_DS8-2,104.6,1767.0,M
control,DS8,0.0,E2,HTS001_DS8-2,104.6,1053.0,M
control,DS8,0.0,I23,HTS001_DS8-2,104.6,1689.0,M
control,DS8,0.0,D2,HTS001_DS8-2,104.6,1624.0,M
control,DS8,0.0,E23,HTS001_DS8-2,104.6,1468.0,M
control,DS8,0.0,I23,HTS001_DS8-2,107.9,1917.0,M
control,DS8,0.0,L23,HTS001_DS8-2,107.9,1487.0,M
control,DS8,0.0,M2,HTS001_DS8-2,107.9,1513.0,M
control,DS8,0.0,O23,HTS001_DS8-2,107.9,1699.0,M
control,DS8,0.0,F2,HTS001_DS8-2,107.9,1235.0,M
control,DS8,0.0,C23,HTS001_DS8-2,107.9,1640.0,M
control,DS8,0.0,H23,HTS001_DS8-2,107.9,1576.0,M
control,DS8,0.0,E23,HTS001_DS8-2,107.9,1710.0,M
control,DS8,0.0,G2,HTS001_DS8-2,107.9,1472.0,M
control,DS8,0.0,L2,HTS001_DS8-2,107.9,1233.0,M
control,DS8,0.0,B2,HTS001_DS8-2,107.9,1601.0,M
control,DS8,0.0,B23,HTS001_DS8-2,107.9,1936.0,M
control,DS8,0.0,D23,HTS001_DS8-2,107.9,2074.0,M
control,DS8,0.0,E2,HTS001_DS8-2,107.9,1219.0,M
control,DS8,0.0,I2,HTS001_DS8-2,107.9,1215.0,M
control,DS8,0.0,J23,HTS001_DS8-2,107.9,1821.0,M
control,DS8,0.0,K23,HTS001_DS8-2,107.9,1497.0,M
control,DS8,0.0,O2,HTS001_DS8-2,107.9,1384.0,M
control,DS8,0.0,D2,HTS001_DS8-2,107.9,1825.0,M
control,DS8,0.0,K2,HTS001_DS8-2,107.9,1209.0,M
control,DS8,0.0,H2,HTS001_DS8-2,107.9,1385.0,M
control,DS8,0.0,J2,HTS001_DS8-2,107.9,1306.0,M
control,DS8,0.0,N23,HTS001_DS8-2,107.9,1654.0,M
control,DS8,0.0,F23,HTS001_DS8-2,107.9,1552.0,M
control,DS8,0.0,G23,HTS001_DS8-2,107.9,1682.0,M
control,DS8,0.0,C2,HTS001_DS8-2,107.9,1477.0,M
control,DS8,0.0,N2,HTS001_DS8-2,107.9,1288.0,M
control,DS8,0.0,M23,HTS001_DS8-2,107.9,1472.0,M
control,DS8,0.0,D2,HTS001_DS8-2,111.2,1994.0,M
control,DS8,0.0,J2,HTS001_DS8-2,111.2,1458.0,M
control,DS8,0.0,H2,HTS001_DS8-2,111.2,1514.0,M
control,DS8,0.0,G23,HTS001_DS8-2,111.2,1908.0,M
control,DS8,0.0,G2,HTS001_DS8-2,111.2,1679.0,M
control,DS8,0.0,J23,HTS001_DS8-2,111.2,1970.0,M
control,DS8,0.0,I2,HTS001_DS8-2,111.2,1382.0,M
control,DS8,0.0,D23,HTS001_DS8-2,111.2,2198.0,M
control,DS8,0.0,I23,HTS001_DS8-2,111.2,2035.0,M
control,DS8,0.0,C23,HTS001_DS8-2,111.2,1894.0,M
control,DS8,0.0,N2,HTS001_DS8-2,111.2,1471.0,M
control,DS8,0.0,H23,HTS001_DS8-2,111.2,1684.0,M
control,DS8,0.0,E2,HTS001_DS8-2,111.2,1367.0,M
control,DS8,0.0,B23,HTS001_DS8-2,111.2,2149.0,M
control,DS8,0.0,L23,HTS001_DS8-2,111.2,1660.0,M
control,DS8,0.0,E23,HTS001_DS8-2,111.2,1819.0,M
control,DS8,0.0,F23,HTS001_DS8-2,111.2,1702.0,M
control,DS8,0.0,K23,HTS001_DS8-2,111.2,1606.0,M
control,DS8,0.0,L2,HTS001_DS8-2,111.2,1367.0,M
control,DS8,0.0,K2,HTS001_DS8-2,111.2,1365.0,M
control,DS8,0.0,B2,HTS001_DS8-2,111.2,1846.0,M
control,DS8,0.0,O23,HTS001_DS8-2,111.2,1811.0,M
control,DS8,0.0,C2,HTS001_DS8-2,111.2,1662.0,M
control,DS8,0.0,O2,HTS001_DS8-2,111.2,1541.0,M
control,DS8,0.0,M23,HTS001_DS8-2,111.2,1600.0,M
control,DS8,0.0,N23,HTS001_DS8-2,111.2,1797.0,M
control,DS8,0.0,M2,HTS001_DS8-2,111.2,1709.0,M
control,DS8,0.0,F2,HTS001_DS8-2,111.2,1375.0,M
control,DS8,0.0,B23,HTS001_DS8-2,114.4,2279.0,M
control,DS8,0.0,K23,HTS001_DS8-2,114.4,1759.0,M
control,DS8,0.0,E2,HTS001_DS8-2,114.4,1541.0,M
control,DS8,0.0,F23,HTS001_DS8-2,114.4,1847.0,M
control,DS8,0.0,C2,HTS001_DS8-2,114.4,1847.0,M
control,DS8,0.0,M23,HTS001_DS8-2,114.4,1766.0,M
control,DS8,0.0,L23,HTS001_DS8-2,114.4,1890.0,M
control,DS8,0.0,J23,HTS001_DS8-2,114.4,2094.0,M
control,DS8,0.0,I2,HTS001_DS8-2,114.4,1557.0,M
control,DS8,0.0,I23,HTS001_DS8-2,114.4,2213.0,M
control,DS8,0.0,B2,HTS001_DS8-2,114.4,2052.0,M
control,DS8,0.0,M2,HTS001_DS8-2,114.4,1880.0,M
control,DS8,0.0,O23,HTS001_DS8-2,114.4,2018.0,M
control,DS8,0.0,L2,HTS001_DS8-2,114.4,1523.0,M
control,DS8,0.0,G23,HTS001_DS8-2,114.4,2103.0,M
control,DS8,0.0,D2,HTS001_DS8-2,114.4,2229.0,M
control,DS8,0.0,F2,HTS001_DS8-2,114.4,1536.0,M
control,DS8,0.0,G2,HTS001_DS8-2,114.4,1855.0,M
control,DS8,0.0,N23,HTS001_DS8-2,114.4,1975.0,M
control,DS8,0.0,D23,HTS001_DS8-2,114.4,2434.0,M
control,DS8,0.0,E23,HTS001_DS8-2,114.4,2051.0,M
control,DS8,0.0,C23,HTS001_DS8-2,114.4,2082.0,M
control,DS8,0.0,N2,HTS001_DS8-2,114.4,1629.0,M
control,DS8,0.0,H2,HTS001_DS8-2,114.4,1667.0,M
control,DS8,0.0,K2,HTS001_DS8-2,114.4,1552.0,M
control,DS8,0.0,J2,HTS001_DS8-2,114.4,1622.0,M
control,DS8,0.0,O2,HTS001_DS8-2,114.4,1666.0,M
control,DS8,0.0,H23,HTS001_DS8-2,114.4,1950.0,M
control,DS8,0.0,M23,HTS001_DS8-2,117.7,2025.0,M
control,DS8,0.0,D2,HTS001_DS8-2,117.7,2354.0,M
control,DS8,0.0,C23,HTS001_DS8-2,117.7,2270.0,M
control,DS8,0.0,L2,HTS001_DS8-2,117.7,1680.0,M
control,DS8,0.0,B2,HTS001_DS8-2,117.7,2223.0,M
control,DS8,0.0,B23,HTS001_DS8-2,117.7,2489.0,M
control,DS8,0.0,E23,HTS001_DS8-2,117.7,2238.0,M
control,DS8,0.0,L23,HTS001_DS8-2,117.7,2062.0,M
control,DS8,0.0,M2,HTS001_DS8-2,117.7,2079.0,M
control,DS8,0.0,G23,HTS001_DS8-2,117.7,2320.0,M
control,DS8,0.0,F2,HTS001_DS8-2,117.7,1694.0,M
control,DS8,0.0,E2,HTS001_DS8-2,117.7,1710.0,M
control,DS8,0.0,H2,HTS001_DS8-2,117.7,1841.0,M
control,DS8,0.0,O23,HTS001_DS8-2,117.7,2162.0,M
control,DS8,0.0,K2,HTS001_DS8-2,117.7,1699.0,M
control,DS8,0.0,G2,HTS001_DS8-2,117.7,2087.0,M
control,DS8,0.0,J2,HTS001_DS8-2,117.7,1803.0,M
control,DS8,0.0,N2,HTS001_DS8-2,117.7,1762.0,M
control,DS8,0.0,K23,HTS001_DS8-2,117.7,2008.0,M
control,DS8,0.0,J23,HTS001_DS8-2,117.7,2369.0,M
control,DS8,0.0,F23,HTS001_DS8-2,117.7,2109.0,M
control,DS8,0.0,H23,HTS001_DS8-2,117.7,2186.0,M
control,DS8,0.0,C2,HTS001_DS8-2,117.7,2036.0,M
control,DS8,0.0,O2,HTS001_DS8-2,117.7,1853.0,M
control,DS8,0.0,N23,HTS001_DS8-2,117.7,2166.0,M
control,DS8,0.0,I23,HTS001_DS8-2,117.7,2347.0,M
control,DS8,0.0,I2,HTS001_DS8-2,117.7,1714.0,M
control,DS8,0.0,D23,HTS001_DS8-2,117.7,2540.0,M
control,DS9,0.0,H23,HTS001_DS9-2,5.2,58.0,M
control,DS9,0.0,G2,HTS001_DS9-2,5.2,86.0,M
control,DS9,0.0,N23,HTS001_DS9-2,5.2,60.0,M
control,DS9,0.0,D2,HTS001_DS9-2,5.2,48.0,M
control,DS9,0.0,J23,HTS001_DS9-2,5.2,40.0,M
control,DS9,0.0,G23,HTS001_DS9-2,5.2,37.0,M
control,DS9,0.0,C23,HTS001_DS9-2,5.2,38.0,M
control,DS9,0.0,J2,HTS001_DS9-2,5.2,95.0,M
control,DS9,0.0,H2,HTS001_DS9-2,5.2,52.0,M
control,DS9,0.0,B2,HTS001_DS9-2,5.2,44.0,M
control,DS9,0.0,M2,HTS001_DS9-2,5.2,38.0,M
control,DS9,0.0,N2,HTS001_DS9-2,5.2,56.0,M
control,DS9,0.0,C2,HTS001_DS9-2,5.2,80.0,M
control,DS9,0.0,E2,HTS001_DS9-2,5.2,53.0,M
control,DS9,0.0,B23,HTS001_DS9-2,5.2,51.0,M
control,DS9,0.0,K23,HTS001_DS9-2,5.2,50.0,M
control,DS9,0.0,L23,HTS001_DS9-2,5.2,59.0,M
control,DS9,0.0,K2,HTS001_DS9-2,5.2,40.0,M
control,DS9,0.0,M23,HTS001_DS9-2,5.2,60.0,M
control,DS9,0.0,L2,HTS001_DS9-2,5.2,58.0,M
control,DS9,0.0,D23,HTS001_DS9-2,5.2,58.0,M
control,DS9,0.0,I2,HTS001_DS9-2,5.2,69.0,M
control,DS9,0.0,E23,HTS001_DS9-2,5.2,57.0,M
control,DS9,0.0,O2,HTS001_DS9-2,5.2,66.0,M
control,DS9,0.0,F23,HTS001_DS9-2,5.2,49.0,M
control,DS9,0.0,O23,HTS001_DS9-2,5.2,57.0,M
control,DS9,0.0,I23,HTS001_DS9-2,5.2,37.0,M
control,DS9,0.0,F2,HTS001_DS9-2,5.2,65.0,M
control,DS9,0.0,J2,HTS001_DS9-2,8.5,106.0,M
control,DS9,0.0,N23,HTS001_DS9-2,8.5,66.0,M
control,DS9,0.0,K23,HTS001_DS9-2,8.5,51.0,M
control,DS9,0.0,I2,HTS001_DS9-2,8.5,80.0,M
control,DS9,0.0,L2,HTS001_DS9-2,8.5,64.0,M
control,DS9,0.0,H2,HTS001_DS9-2,8.5,61.0,M
control,DS9,0.0,H23,HTS001_DS9-2,8.5,61.0,M
control,DS9,0.0,O23,HTS001_DS9-2,8.5,68.0,M
control,DS9,0.0,K2,HTS001_DS9-2,8.5,39.0,M
control,DS9,0.0,B2,HTS001_DS9-2,8.5,49.0,M
control,DS9,0.0,B23,HTS001_DS9-2,8.5,57.0,M
control,DS9,0.0,C23,HTS001_DS9-2,8.5,44.0,M
control,DS9,0.0,G23,HTS001_DS9-2,8.5,38.0,M
control,DS9,0.0,C2,HTS001_DS9-2,8.5,86.0,M
control,DS9,0.0,M23,HTS001_DS9-2,8.5,70.0,M
control,DS9,0.0,J23,HTS001_DS9-2,8.5,44.0,M
control,DS9,0.0,E23,HTS001_DS9-2,8.5,70.0,M
control,DS9,0.0,I23,HTS001_DS9-2,8.5,43.0,M
control,DS9,0.0,G2,HTS001_DS9-2,8.5,99.0,M
control,DS9,0.0,D23,HTS001_DS9-2,8.5,66.0,M
control,DS9,0.0,D2,HTS001_DS9-2,8.5,56.0,M
control,DS9,0.0,N2,HTS001_DS9-2,8.5,63.0,M
control,DS9,0.0,M2,HTS001_DS9-2,8.5,42.0,M
control,DS9,0.0,F2,HTS001_DS9-2,8.5,64.0,M
control,DS9,0.0,O2,HTS001_DS9-2,8.5,67.0,M
control,DS9,0.0,F23,HTS001_DS9-2,8.5,56.0,M
control,DS9,0.0,L23,HTS001_DS9-2,8.5,59.0,M
control,DS9,0.0,E2,HTS001_DS9-2,8.5,54.0,M
control,DS9,0.0,G2,HTS001_DS9-2,20.7,140.0,M
control,DS9,0.0,L2,HTS001_DS9-2,20.7,96.0,M
control,DS9,0.0,C23,HTS001_DS9-2,20.7,64.0,M
control,DS9,0.0,M23,HTS001_DS9-2,20.7,95.0,M
control,DS9,0.0,J23,HTS001_DS9-2,20.7,59.0,M
control,DS9,0.0,F2,HTS001_DS9-2,20.7,88.0,M
control,DS9,0.0,L23,HTS001_DS9-2,20.7,91.0,M
control,DS9,0.0,G23,HTS001_DS9-2,20.7,57.0,M
control,DS9,0.0,O2,HTS001_DS9-2,20.7,95.0,M
control,DS9,0.0,J2,HTS001_DS9-2,20.7,152.0,M
control,DS9,0.0,F23,HTS001_DS9-2,20.7,68.0,M
control,DS9,0.0,N23,HTS001_DS9-2,20.7,88.0,M
control,DS9,0.0,O23,HTS001_DS9-2,20.7,89.0,M
control,DS9,0.0,B2,HTS001_DS9-2,20.7,75.0,M
control,DS9,0.0,D23,HTS001_DS9-2,20.7,92.0,M
control,DS9,0.0,N2,HTS001_DS9-2,20.7,91.0,M
control,DS9,0.0,E23,HTS001_DS9-2,20.7,86.0,M
control,DS9,0.0,H23,HTS001_DS9-2,20.7,91.0,M
control,DS9,0.0,K2,HTS001_DS9-2,20.7,56.0,M
control,DS9,0.0,H2,HTS001_DS9-2,20.7,83.0,M
control,DS9,0.0,I2,HTS001_DS9-2,20.7,104.0,M
control,DS9,0.0,K23,HTS001_DS9-2,20.7,82.0,M
control,DS9,0.0,D2,HTS001_DS9-2,20.7,74.0,M
control,DS9,0.0,I23,HTS001_DS9-2,20.7,68.0,M
control,DS9,0.0,E2,HTS001_DS9-2,20.7,81.0,M
control,DS9,0.0,C2,HTS001_DS9-2,20.7,122.0,M
control,DS9,0.0,B23,HTS001_DS9-2,20.7,80.0,M
control,DS9,0.0,M2,HTS001_DS9-2,20.7,54.0,M
control,DS9,0.0,J2,HTS001_DS9-2,23.9,163.0,M
control,DS9,0.0,N23,HTS001_DS9-2,23.9,97.0,M
control,DS9,0.0,K23,HTS001_DS9-2,23.9,91.0,M
control,DS9,0.0,E2,HTS001_DS9-2,23.9,82.0,M
control,DS9,0.0,D2,HTS001_DS9-2,23.9,78.0,M
control,DS9,0.0,M2,HTS001_DS9-2,23.9,56.0,M
control,DS9,0.0,D23,HTS001_DS9-2,23.9,100.0,M
control,DS9,0.0,B23,HTS001_DS9-2,23.9,87.0,M
control,DS9,0.0,N2,HTS001_DS9-2,23.9,101.0,M
control,DS9,0.0,I2,HTS001_DS9-2,23.9,115.0,M
control,DS9,0.0,L23,HTS001_DS9-2,23.9,95.0,M
control,DS9,0.0,I23,HTS001_DS9-2,23.9,75.0,M
control,DS9,0.0,E23,HTS001_DS9-2,23.9,97.0,M
control,DS9,0.0,O2,HTS001_DS9-2,23.9,95.0,M
control,DS9,0.0,J23,HTS001_DS9-2,23.9,66.0,M
control,DS9,0.0,H2,HTS001_DS9-2,23.9,93.0,M
control,DS9,0.0,B2,HTS001_DS9-2,23.9,83.0,M
control,DS9,0.0,G2,HTS001_DS9-2,23.9,151.0,M
control,DS9,0.0,C2,HTS001_DS9-2,23.9,132.0,M
control,DS9,0.0,L2,HTS001_DS9-2,23.9,99.0,M
control,DS9,0.0,M23,HTS001_DS9-2,23.9,108.0,M
control,DS9,0.0,G23,HTS001_DS9-2,23.9,61.0,M
control,DS9,0.0,C23,HTS001_DS9-2,23.9,75.0,M
control,DS9,0.0,K2,HTS001_DS9-2,23.9,55.0,M
control,DS9,0.0,F2,HTS001_DS9-2,23.9,94.0,M
control,DS9,0.0,F23,HTS001_DS9-2,23.9,79.0,M
control,DS9,0.0,H23,HTS001_DS9-2,23.9,98.0,M
control,DS9,0.0,O23,HTS001_DS9-2,23.9,95.0,M
control,DS9,0.0,M23,HTS001_DS9-2,27.4,117.0,M
control,DS9,0.0,D23,HTS001_DS9-2,27.4,109.0,M
control,DS9,0.0,I23,HTS001_DS9-2,27.4,72.0,M
control,DS9,0.0,G23,HTS001_DS9-2,27.4,58.0,M
control,DS9,0.0,J2,HTS001_DS9-2,27.4,173.0,M
control,DS9,0.0,E23,HTS001_DS9-2,27.4,108.0,M
control,DS9,0.0,K2,HTS001_DS9-2,27.4,70.0,M
control,DS9,0.0,N23,HTS001_DS9-2,27.4,105.0,M
control,DS9,0.0,E2,HTS001_DS9-2,27.4,89.0,M
control,DS9,0.0,B2,HTS001_DS9-2,27.4,84.0,M
control,DS9,0.0,C23,HTS001_DS9-2,27.4,82.0,M
control,DS9,0.0,F2,HTS001_DS9-2,27.4,104.0,M
control,DS9,0.0,J23,HTS001_DS9-2,27.4,79.0,M
control,DS9,0.0,O23,HTS001_DS9-2,27.4,104.0,M
control,DS9,0.0,L23,HTS001_DS9-2,27.4,100.0,M
control,DS9,0.0,F23,HTS001_DS9-2,27.4,86.0,M
control,DS9,0.0,H23,HTS001_DS9-2,27.4,99.0,M
control,DS9,0.0,B23,HTS001_DS9-2,27.4,97.0,M
control,DS9,0.0,I2,HTS001_DS9-2,27.4,110.0,M
control,DS9,0.0,G2,HTS001_DS9-2,27.4,162.0,M
control,DS9,0.0,K23,HTS001_DS9-2,27.4,92.0,M
control,DS9,0.0,L2,HTS001_DS9-2,27.4,112.0,M
control,DS9,0.0,N2,HTS001_DS9-2,27.4,111.0,M
control,DS9,0.0,O2,HTS001_DS9-2,27.4,112.0,M
control,DS9,0.0,C2,HTS001_DS9-2,27.4,131.0,M
control,DS9,0.0,M2,HTS001_DS9-2,27.4,48.0,M
control,DS9,0.0,H2,HTS001_DS9-2,27.4,101.0,M
control,DS9,0.0,D2,HTS001_DS9-2,27.4,93.0,M
control,DS9,0.0,H2,HTS001_DS9-2,30.7,107.0,M
control,DS9,0.0,L2,HTS001_DS9-2,30.7,118.0,M
control,DS9,0.0,K2,HTS001_DS9-2,30.7,66.0,M
control,DS9,0.0,K23,HTS001_DS9-2,30.7,93.0,M
control,DS9,0.0,M23,HTS001_DS9-2,30.7,115.0,M
control,DS9,0.0,B23,HTS001_DS9-2,30.7,108.0,M
control,DS9,0.0,F2,HTS001_DS9-2,30.7,119.0,M
control,DS9,0.0,J23,HTS001_DS9-2,30.7,70.0,M
control,DS9,0.0,L23,HTS001_DS9-2,30.7,120.0,M
control,DS9,0.0,O2,HTS001_DS9-2,30.7,127.0,M
control,DS9,0.0,E23,HTS001_DS9-2,30.7,121.0,M
control,DS9,0.0,D2,HTS001_DS9-2,30.7,98.0,M
control,DS9,0.0,I23,HTS001_DS9-2,30.7,80.0,M
control,DS9,0.0,N2,HTS001_DS9-2,30.7,118.0,M
control,DS9,0.0,F23,HTS001_DS9-2,30.7,96.0,M
control,DS9,0.0,I2,HTS001_DS9-2,30.7,122.0,M
control,DS9,0.0,M2,HTS001_DS9-2,30.7,54.0,M
control,DS9,0.0,C2,HTS001_DS9-2,30.7,138.0,M
control,DS9,0.0,G2,HTS001_DS9-2,30.7,187.0,M
control,DS9,0.0,C23,HTS001_DS9-2,30.7,84.0,M
control,DS9,0.0,D23,HTS001_DS9-2,30.7,130.0,M
control,DS9,0.0,J2,HTS001_DS9-2,30.7,194.0,M
control,DS9,0.0,G23,HTS001_DS9-2,30.7,66.0,M
control,DS9,0.0,N23,HTS001_DS9-2,30.7,99.0,M
control,DS9,0.0,B2,HTS001_DS9-2,30.7,87.0,M
control,DS9,0.0,H23,HTS001_DS9-2,30.7,102.0,M
control,DS9,0.0,E2,HTS001_DS9-2,30.7,95.0,M
control,DS9,0.0,O23,HTS001_DS9-2,30.7,113.0,M
control,DS9,0.0,F2,HTS001_DS9-2,48.1,181.0,M
control,DS9,0.0,E2,HTS001_DS9-2,48.1,143.0,M
control,DS9,0.0,H23,HTS001_DS9-2,48.1,187.0,M
control,DS9,0.0,L23,HTS001_DS9-2,48.1,209.0,M
control,DS9,0.0,D2,HTS001_DS9-2,48.1,175.0,M
control,DS9,0.0,F23,HTS001_DS9-2,48.1,178.0,M
control,DS9,0.0,O2,HTS001_DS9-2,48.1,200.0,M
control,DS9,0.0,J2,HTS001_DS9-2,48.1,296.0,M
control,DS9,0.0,G2,HTS001_DS9-2,48.1,311.0,M
control,DS9,0.0,I2,HTS001_DS9-2,48.1,195.0,M
control,DS9,0.0,O23,HTS001_DS9-2,48.1,173.0,M
control,DS9,0.0,L2,HTS001_DS9-2,48.1,209.0,M
control,DS9,0.0,H2,HTS001_DS9-2,48.1,165.0,M
control,DS9,0.0,K2,HTS001_DS9-2,48.1,116.0,M
control,DS9,0.0,B23,HTS001_DS9-2,48.1,164.0,M
control,DS9,0.0,M2,HTS001_DS9-2,48.1,88.0,M
control,DS9,0.0,M23,HTS001_DS9-2,48.1,192.0,M
control,DS9,0.0,B2,HTS001_DS9-2,48.1,138.0,M
control,DS9,0.0,G23,HTS001_DS9-2,48.1,113.0,M
control,DS9,0.0,E23,HTS001_DS9-2,48.1,201.0,M
control,DS9,0.0,N23,HTS001_DS9-2,48.1,153.0,M
control,DS9,0.0,C2,HTS001_DS9-2,48.1,228.0,M
control,DS9,0.0,I23,HTS001_DS9-2,48.1,136.0,M
control,DS9,0.0,K23,HTS001_DS9-2,48.1,159.0,M
control,DS9,0.0,C23,HTS001_DS9-2,48.1,149.0,M
control,DS9,0.0,D23,HTS001_DS9-2,48.1,202.0,M
control,DS9,0.0,N2,HTS001_DS9-2,48.1,200.0,M
control,DS9,0.0,J23,HTS001_DS9-2,48.1,132.0,M
control,DS9,0.0,H2,HTS001_DS9-2,51.4,186.0,M
control,DS9,0.0,K2,HTS001_DS9-2,51.4,125.0,M
control,DS9,0.0,K23,HTS001_DS9-2,51.4,179.0,M
control,DS9,0.0,I2,HTS001_DS9-2,51.4,219.0,M
control,DS9,0.0,G2,HTS001_DS9-2,51.4,335.0,M
control,DS9,0.0,L23,HTS001_DS9-2,51.4,214.0,M
